loss,mape,val_loss,val_mape
0.02775203064084053,1171580.125,0.0035181723069399595,872723.0625
0.01772979460656643,1042842.9375,0.007529493421316147,625846.4375
0.01548723317682743,1089422.25,0.004741799086332321,724764.4375
0.013140762224793434,1015744.5,0.005768675357103348,963317.375
0.011246299371123314,1076738.125,0.003053847700357437,749081.625
0.010189470835030079,1087818.5,0.004235017113387585,924794.0
0.007911855354905128,962923.375,0.008315841667354107,597970.875
0.007428423501551151,983847.875,0.003633812302723527,729498.9375
0.006432372611016035,1013246.5625,0.0024398439563810825,839533.9375
0.005746493116021156,1029158.375,0.00338302762247622,753495.0
0.005048911087214947,1042571.0625,0.003094917396083474,935039.75
0.004620521795004606,1079369.625,0.0025527600664645433,907518.6875
0.004291499499231577,1063985.625,0.0026149635668843985,846849.8125
0.0039427028968930244,1067610.25,0.002524938667193055,846106.125
0.0036796345375478268,1074415.625,0.003950552549213171,746860.125
0.0035411708522588015,1045946.8125,0.0036249258555471897,961617.4375
0.0033428664319217205,1069567.75,0.005404556170105934,734369.3125
0.0033097227569669485,1049093.375,0.0023544696159660816,871011.0
0.003174950834363699,1044653.0,0.0024722402449697256,927796.625
0.0031117189209908247,1049471.875,0.0025064446963369846,922322.3125
0.003052462125197053,1044694.9375,0.0026252875104546547,906627.875
0.0030377283692359924,1049595.0,0.002516041975468397,813111.4375
0.0030297867488116026,1050537.0,0.002348853973671794,833294.375
0.0029722629114985466,1046973.25,0.002669299254193902,916204.9375
0.002960278419777751,1037996.625,0.0031829806976020336,976763.4375
0.0029105031862854958,1035213.5625,0.002433918649330735,826609.4375
0.0029402661602944136,1055702.5,0.002615395002067089,910198.3125
0.002913703676313162,1035876.5625,0.002676398027688265,913878.75
0.002915106015279889,1034534.75,0.00236897193826735,792149.5
0.002907229121774435,1050455.25,0.002462021540850401,874410.8125
0.002905890578404069,1026911.5625,0.002506795572116971,795636.3125
0.0029054665938019753,1025418.1875,0.0025260797701776028,885197.8125
0.0028465709183365107,1029507.5,0.0025420826859772205,778888.125
0.0029125630389899015,1028645.3125,0.002460634568706155,823708.25
0.0028562729712575674,1028597.0,0.0026070286985486746,758130.375
0.0028869041707366705,1019109.125,0.002457289956510067,767943.3125
0.0028532305732369423,1014908.5625,0.002378809731453657,769427.5
0.002875473815947771,1016342.0,0.002558737760409713,876959.625
0.002860581036657095,1034284.25,0.0023942706175148487,783005.875
0.0028592317830771208,1025780.5625,0.0024089899379760027,835105.625
0.0028569744899868965,1028292.0,0.00252367346547544,842483.0625
0.0028591048903763294,1016869.0625,0.00245163612999022,809401.5
0.002840147353708744,1019908.75,0.002597411395981908,874506.8125
0.002833605743944645,1031544.6875,0.0024227972608059645,790668.0625
0.0028282427228987217,1021686.9375,0.00238993507809937,782625.25
0.002851624507457018,1033225.875,0.0025942313950508833,720854.5625
0.002846245653927326,1020538.4375,0.0023578759282827377,801128.4375
0.002846492687240243,1032469.3125,0.0023812479339540005,769942.5
0.0028251218609511852,1025074.4375,0.0025336788967251778,746746.625
0.002766319550573826,1014044.375,0.0024786435533314943,726694.125
0.0028447574004530907,1013629.3125,0.0023733810521662235,764224.4375
0.002808378078043461,1013772.875,0.00238586007617414,764136.6875
0.002802143106237054,1012338.0625,0.002596501959487796,890935.1875
0.0027960832230746746,1021192.0625,0.002372796880081296,789541.375
0.0028262564446777105,1012571.6875,0.0023888302966952324,814507.125
0.0027875620871782303,1008775.125,0.0024266031105071306,826972.75
0.0028130197897553444,1004519.375,0.0024668548721820116,754422.4375
0.0028215283527970314,1013764.6875,0.002484452910721302,832948.125
0.0028023773338645697,1011890.5,0.0025568362325429916,732137.875
0.002816863590851426,1004440.6875,0.002410193672403693,806481.0625
0.002795499050989747,1008775.125,0.002539510140195489,717144.25
0.0027863404247909784,1014955.0,0.00259018805809319,699125.3125
0.002809692407026887,1008405.0625,0.002601180225610733,846854.3125
0.0027683167718350887,1014097.0,0.002673343289643526,704851.25
0.0027762174140661955,1023337.25,0.0025647275615483522,740718.0
0.0027880643028765917,997303.1875,0.0024605649523437023,861722.1875
