loss,mape,val_loss,val_mape
0.009877445176243782,1756966.875,0.005023788660764694,865269.0
0.005893453489989042,1501767.25,0.005282304249703884,1063796.375
0.005309291183948517,1456185.75,0.004045005887746811,943124.0625
0.004859174136072397,1444187.0,0.0040052421391010284,1080560.75
0.004327901639044285,1365439.25,0.0031987037509679794,954078.625
0.003960583824664354,1308578.5,0.003640921786427498,1147609.0
0.0036343217361718416,1266849.5,0.0027194879949092865,954733.9375
0.0034758630208671093,1261479.75,0.0025644574780017138,943803.625
0.003208757610991597,1219052.125,0.002545772586017847,941347.0625
0.003110118443146348,1188826.5,0.0024976839777082205,929916.5
0.003032927867025137,1199548.0,0.002400278812274337,957741.8125
0.0029098247177898884,1153207.125,0.002342291409149766,842623.625
0.002860603854060173,1146752.625,0.002337242476642132,878780.3125
0.002826516516506672,1152777.125,0.002221994800493121,871594.375
0.0028152859304100275,1161268.0,0.002154628047719598,781605.375
0.002804466290399432,1147268.125,0.002168201608583331,783421.8125
0.0028010541573166847,1138577.75,0.002164885401725769,718516.0
0.0027772379107773304,1126480.75,0.002151316264644265,714349.625
0.0027518991846591234,1128700.375,0.002365783089771867,746365.1875
0.0027581402100622654,1134320.5,0.0022255852818489075,701910.1875
0.002755975816398859,1105932.25,0.002162354765459895,769270.6875
0.0027530400548130274,1121821.125,0.00216062949039042,630974.5625
0.002720801392570138,1096191.875,0.0021932614035904408,730718.125
0.002698979340493679,1096447.375,0.002179110422730446,601045.4375
0.002753655193373561,1118197.5,0.002223515883088112,779591.3125
0.0027135030832141638,1109018.375,0.002197179477661848,698169.4375
0.0027141219470649958,1098667.5,0.0021388023160398006,666505.375
0.002711149863898754,1105442.5,0.002210254082456231,766273.1875
0.002732145367190242,1096139.5,0.0021473842207342386,710250.0625
0.002694377675652504,1093240.0,0.002130961511284113,685228.125
0.002727316692471504,1105206.375,0.0021192815620452166,638707.5625
0.002716889837756753,1099632.875,0.0021697792690247297,611696.75
0.002694923197850585,1089390.375,0.0021362060215324163,698357.1875
0.0026937006041407585,1115300.75,0.002304171212017536,779965.125
0.00269404798746109,1073555.875,0.0021823246497660875,714551.8125
0.0026921129319816828,1123382.75,0.00215400499291718,695769.1875
0.0026912970934063196,1102311.875,0.002128839725628495,654056.25
0.002683855127543211,1115851.875,0.002129319356754422,664849.625
